"","Overall_Rating","Technical_Skills","Teamwork","Customer_Service","Hire_Again","High_Performer","Retained","scale"
"570",3,3,4,4,4,0,1,0.110470333395263
"571",3,3,3,3,4,0,1,-1.82363155488248
"572",3,3,3,3,4,0,1,-1.82363155488248
"573",4,4,4,4,4,1,0,3.48988606544872
"574",4,4,4,4,5,1,1,4.6142303849082
"575",2,2,2,2,3,0,1,-6.54801082084907
"576",3,3,4,4,3,0,1,-0.667322315013138
"577",4,4,4,4,4,1,1,3.8364377364998
"578",3,4,4,3,4,0,1,0.168308516523134
"579",3,3,3,4,3,0,0,-2.00601247639835
"580",4,4,4,4,5,1,1,4.6142303849082
"582",4,4,3,4,5,1,1,3.62209189457406
"583",3,2,2,2,3,0,0,-5.88187934369117
"584",3,3,3,3,4,0,0,-2.17018322593355
"585",3,3,2,2,4,0,1,-3.75773344316021
"586",3,3,3,3,4,0,1,-1.82363155488248
"587",2,3,3,4,4,0,1,-1.89435130514785
"589",4,4,4,4,5,1,0,4.26767871385712
"590",3,3,3,3,4,0,0,-2.17018322593355
"591",3,2,3,3,4,0,1,-2.82343313595395
"592",3,3,3,3,4,0,0,-2.17018322593355
"593",4,3,4,4,5,1,1,3.61442880383672
"594",5,5,5,5,5,1,0,8.21426533141532
"596",2,4,4,5,4,1,0,2.40648316697437
"597",5,5,5,5,5,1,0,8.21426533141532
"598",4,4,4,4,5,1,1,4.6142303849082
"599",2,3,2,3,4,0,1,-3.82845319342559
"600",3,3,3,3,4,0,1,-1.82363155488248
"602",3,3,4,4,4,0,1,0.110470333395263
"603",1,1,1,1,1,0,1,-12.0501827352241
"604",3,3,3,3,4,0,1,-1.82363155488248
"605",1,3,1,1,1,0,1,-10.0505795730811
"606",5,5,5,5,5,1,0,8.21426533141532
"607",3,3,3,3,4,0,0,-2.17018322593355
"608",1,1,2,1,2,0,1,-10.2802515964815
"609",2,2,3,2,3,0,1,-5.55587233051494
"610",3,3,3,3,4,0,1,-1.82363155488248
"611",4,3,4,4,5,1,0,3.26787713278565
"612",3,3,3,3,3,0,1,-2.60142420329088
"613",3,4,3,4,4,0,1,0.118133424132603
"614",4,4,4,4,5,1,1,4.6142303849082
"615",4,5,4,5,5,1,1,6.55599536392328
"616",2,2,2,3,2,0,1,-6.38384007131387
"617",4,3,2,1,4,0,0,-4.03356536394592
"618",1,1,2,3,1,0,0,-9.5206691200538
"619",1,1,1,1,1,0,1,-12.0501827352241
"620",4,4,4,4,4,1,1,3.8364377364998
"621",2,2,3,3,3,0,0,-4.96046060362241
"622",2,2,2,2,2,0,0,-7.67235514030855
"623",3,3,4,3,4,0,1,-0.831493064548341
"624",2,2,3,2,2,0,1,-6.33366497892334
"625",5,5,5,5,5,1,0,8.21426533141532
"627",2,3,3,3,2,0,0,-4.73845167095933
"628",1,2,2,3,1,0,0,-8.52086753898232
"629",4,4,4,4,5,1,1,4.6142303849082
"630",2,1,2,1,3,0,1,-8.48977579986415
"631",4,4,4,5,5,1,1,5.5561937828518
"632",5,5,5,5,5,1,1,8.56081700246639
"634",3,3,3,3,4,0,1,-1.82363155488248
"635",4,4,4,4,5,1,1,4.6142303849082
"636",4,4,4,4,5,1,0,4.26767871385712
"637",4,4,4,4,5,1,0,4.26767871385712
"638",2,2,3,3,2,0,0,-5.73825325203081
"639",3,3,3,3,4,0,1,-1.82363155488248
"640",3,3,3,3,4,0,1,-1.82363155488248
"641",3,2,3,3,3,0,1,-3.60122578436235
"642",3,4,4,3,3,0,1,-0.609484131885267
"643",3,3,3,3,5,0,1,-1.04583890647407
"644",4,4,4,4,5,1,1,4.6142303849082
"645",3,3,3,3,5,0,0,-1.39239057752515
"646",4,4,4,5,5,1,0,5.20964211180073
"647",3,4,3,4,5,1,1,2.60940874636508
"648",4,4,4,4,5,1,1,4.6142303849082
"649",3,3,4,4,5,1,1,2.60174565562774
"650",4,4,4,3,5,1,0,3.32571531591352
"651",5,5,5,3,5,1,1,6.67689020657919
"652",4,4,5,5,5,1,1,6.54833227318594
"653",3,3,3,3,4,0,1,-1.82363155488248
"654",3,3,3,3,4,0,0,-2.17018322593355
"655",1,1,1,1,1,0,0,-12.3967344062751
"656",2,2,3,3,3,0,1,-4.61390893257133
"657",2,2,3,3,2,0,0,-5.73825325203081
"658",3,3,3,3,4,0,1,-1.82363155488248
"659",2,3,2,1,2,0,1,-7.2679652861296
"660",3,4,3,3,3,0,0,-1.94817429327048
"661",4,3,4,4,5,1,1,3.61442880383672
"662",4,3,4,4,5,1,1,3.61442880383672
"664",2,3,3,3,4,0,1,-2.83631470309146
"665",1,2,2,1,2,0,0,-9.62700168646113
"666",4,5,3,4,4,1,0,3.49754915618606
"667",4,4,4,4,5,1,0,4.26767871385712
"668",4,4,4,4,5,1,0,4.26767871385712
"669",3,4,4,3,4,0,0,-0.178243154527942
"670",5,4,4,4,5,1,1,5.62691353311718
"671",4,3,4,3,4,0,0,-0.165361587390438
"672",2,2,3,3,4,0,0,-4.18266795521401
"673",3,3,4,4,4,0,1,0.110470333395263
"674",3,3,3,3,5,0,1,-1.04583890647407
"675",4,4,4,4,5,1,0,4.26767871385712
"676",2,2,2,3,4,0,0,-5.17480644554814
"677",3,3,3,3,4,0,0,-2.17018322593355
"678",1,1,2,1,1,0,1,-11.0580442448899
"679",2,2,2,2,3,0,1,-6.54801082084907
"680",3,3,3,3,4,0,0,-2.17018322593355
"681",3,3,3,3,4,0,0,-2.17018322593355
"684",4,4,5,5,5,1,1,6.54833227318594
"686",5,5,5,5,5,1,0,8.21426533141532
"687",3,3,3,3,4,0,0,-2.17018322593355
"688",3,3,3,3,4,0,1,-1.82363155488248
"689",3,3,3,3,4,0,1,-1.82363155488248
"690",4,4,4,5,5,1,0,5.20964211180073
"691",3,4,2,3,3,0,0,-2.94031278360461
"692",2,2,2,3,4,0,0,-5.17480644554814
"693",3,3,3,3,4,0,1,-1.82363155488248
"694",3,3,3,3,4,0,1,-1.82363155488248
"695",1,3,1,1,1,0,0,-10.3971312441322
"696",3,2,4,4,5,0,1,-0.111538599267811
"697",4,4,4,4,5,1,1,4.6142303849082
"698",3,3,3,3,4,0,0,-2.17018322593355
"699",3,3,3,3,4,0,1,-1.82363155488248
"701",4,4,4,4,4,1,1,3.8364377364998
"702",3,3,3,3,4,0,1,-1.82363155488248
"703",3,3,3,3,5,0,1,-1.04583890647407
"704",3,3,3,3,4,0,0,-2.17018322593355
"705",3,3,3,3,4,0,0,-2.17018322593355
"706",4,3,4,4,5,1,0,3.26787713278565
"707",4,4,5,4,5,1,0,5.25981720419126
"708",3,3,3,2,4,0,1,-2.76559495282608
"709",3,3,3,3,4,0,0,-2.17018322593355
"710",2,2,4,4,4,0,1,-1.90201439588519
"711",4,4,4,4,5,1,1,4.6142303849082
"712",3,3,3,3,4,0,1,-1.82363155488248
"713",4,4,5,4,5,1,1,5.60636887524234
"714",4,4,4,4,5,1,0,4.26767871385712
"715",2,3,3,3,3,0,1,-3.61410735149986
"716",3,3,3,3,4,0,0,-2.17018322593355
"717",3,3,3,3,3,0,0,-2.94797587434195
"718",1,2,2,1,2,0,0,-9.62700168646113
"719",4,4,5,5,4,1,1,5.77053962477754
"720",4,4,3,4,5,1,1,3.62209189457406
"721",4,4,4,4,5,1,1,4.6142303849082
"722",3,1,4,3,4,0,0,-3.17764789774237
"723",4,4,4,4,5,1,1,4.6142303849082
"724",4,4,4,4,5,1,1,4.6142303849082
"725",4,4,3,3,4,0,1,0.188853174397979
"726",3,3,3,4,3,0,1,-1.65946080534727
"727",2,2,3,3,3,0,1,-4.61390893257133
"728",4,4,4,5,5,1,0,5.20964211180073
"729",3,3,3,3,5,0,0,-1.39239057752515
"730",3,3,3,3,4,0,1,-1.82363155488248
"731",4,4,3,3,5,1,1,2.68012849663046
"732",3,3,2,4,4,0,1,-1.87380664727301
"733",5,5,4,5,5,1,0,7.22212684108118
"734",4,4,4,3,5,1,0,3.32571531591352
"735",2,3,3,3,5,0,0,-2.40507372573413
"736",2,3,3,1,2,0,1,-6.27582679579546
"737",3,3,3,3,5,0,0,-1.39239057752515
"738",4,4,5,4,5,1,0,5.25981720419126
"739",4,3,5,4,5,1,1,4.60656729417086
"740",5,5,5,5,5,1,1,8.56081700246639
"741",3,3,2,2,3,0,1,-4.53552609156862
"742",3,3,3,3,4,0,1,-1.82363155488248
"743",3,3,3,3,4,0,1,-1.82363155488248
"745",4,3,3,4,5,1,1,2.62229031350259
"746",2,2,2,4,2,0,0,-5.78842834442134
"747",4,4,5,4,5,1,1,5.60636887524234
"748",5,5,5,5,5,1,0,8.21426533141532
"749",4,4,4,4,5,1,1,4.6142303849082
"750",4,4,4,4,5,1,1,4.6142303849082
"751",3,3,4,3,3,0,1,-1.60928571295674
"752",4,4,4,4,5,1,0,4.26767871385712
"753",3,3,3,3,4,0,0,-2.17018322593355
"754",4,4,4,3,5,1,0,3.32571531591352
"755",3,3,3,3,5,0,1,-1.04583890647407
"756",4,4,4,5,5,1,1,5.5561937828518
"757",3,3,4,4,5,1,1,2.60174565562774
"758",3,3,3,3,4,0,0,-2.17018322593355
"759",2,2,3,2,3,0,1,-5.55587233051494
"760",3,3,3,3,5,0,1,-1.04583890647407
"761",5,4,4,4,5,1,0,5.2803618620661
"762",3,3,3,4,5,0,1,-0.103875508530471
"763",4,4,4,4,4,1,1,3.8364377364998
"764",3,3,3,3,4,0,1,-1.82363155488248
"765",2,2,2,3,3,0,1,-5.60604742290547
"766",4,4,4,4,5,1,1,4.6142303849082
"767",2,2,2,2,2,0,0,-7.67235514030855
"769",3,3,3,2,4,0,0,-3.11214662387716
"770",3,3,4,4,5,1,1,2.60174565562774
"771",4,4,3,3,5,1,0,2.33357682557938
"772",4,3,3,3,4,0,0,-1.15750007772457
"773",5,5,5,5,5,1,0,8.21426533141532
"774",3,3,4,4,5,1,1,2.60174565562774
"775",4,4,4,4,4,1,1,3.8364377364998
"776",3,3,3,3,4,0,1,-1.82363155488248
"777",3,3,3,3,4,0,1,-1.82363155488248
"778",3,3,4,3,4,0,0,-1.17804473559942
"779",4,4,5,4,5,1,1,5.60636887524234
"780",3,3,3,3,4,0,0,-2.17018322593355
"781",2,2,3,2,2,0,1,-6.33366497892334
"782",1,2,2,2,2,0,1,-8.33848661746645
"783",4,3,3,4,5,1,1,2.62229031350259
"784",4,4,3,3,4,0,1,0.188853174397979
"785",4,4,4,4,5,1,0,4.26767871385712
"786",2,3,3,3,3,0,0,-3.96065902255093
"787",3,3,3,3,4,0,1,-1.82363155488248
"788",2,2,3,3,3,0,0,-4.96046060362241
"789",3,3,3,3,4,0,1,-1.82363155488248
"790",2,2,2,3,2,0,1,-6.38384007131387
"791",3,3,4,4,5,1,1,2.60174565562774
"792",4,4,4,5,4,1,0,4.43184946339233
"793",2,2,2,2,3,0,0,-6.89456249190015
"794",3,3,3,3,4,0,1,-1.82363155488248
"795",5,4,4,4,5,1,1,5.62691353311718
"796",3,2,2,2,2,0,1,-6.31312032104849
"797",3,3,4,3,3,0,0,-1.95583738400782
"798",3,3,3,4,4,0,0,-1.22821982798995
"799",2,1,2,3,3,0,1,-6.60584900397694
"800",3,3,4,3,4,0,1,-0.831493064548341
"801",2,3,3,2,3,0,0,-4.90262242049454
"802",1,1,1,1,1,0,1,-12.0501827352241
"803",3,3,3,3,4,0,0,-2.17018322593355
"804",3,3,3,2,4,0,0,-3.11214662387716
"805",3,3,3,1,3,0,1,-4.48535099917808
"806",2,2,2,2,2,0,0,-7.67235514030855
"807",3,3,3,3,3,0,0,-2.94797587434195
"808",3,3,4,3,5,0,1,-0.05370041613994
"809",3,3,3,3,4,0,0,-2.17018322593355
"810",3,3,3,3,5,0,1,-1.04583890647407
"811",2,1,3,3,2,0,0,-6.73805483310228
"812",3,3,3,3,3,0,0,-2.94797587434195
"813",4,4,4,4,5,1,1,4.6142303849082
"814",3,3,3,3,4,0,0,-2.17018322593355
"815",4,4,4,5,4,1,0,4.43184946339233
"817",3,3,3,3,4,0,1,-1.82363155488248
"818",2,2,2,2,2,0,0,-7.67235514030855
"819",4,4,4,4,5,1,0,4.26767871385712
"820",3,3,3,3,5,0,1,-1.04583890647407
"821",3,3,3,3,4,0,1,-1.82363155488248
"822",5,5,5,5,5,1,0,8.21426533141532
"823",3,3,3,3,3,0,1,-2.60142420329088
"824",3,3,4,3,5,0,1,-0.05370041613994
"825",4,4,4,4,5,1,1,4.6142303849082
"826",4,4,3,3,5,1,1,2.68012849663046
"827",5,5,5,5,5,1,1,8.56081700246639
"828",1,1,2,2,2,0,0,-9.684839869589
"829",2,2,3,3,4,0,0,-4.18266795521401
"830",4,3,3,3,4,0,1,-0.810948406673496
"831",2,2,3,2,2,0,1,-6.33366497892334
"832",2,2,3,2,3,0,0,-5.90242400156601
"833",3,4,3,2,1,0,0,-4.44572298803088
"834",3,3,4,3,4,0,1,-0.831493064548341
"835",3,3,3,3,4,0,1,-1.82363155488248
"836",5,5,5,5,5,1,0,8.21426533141532
"837",3,3,3,3,4,0,0,-2.17018322593355
"838",3,3,3,2,4,0,0,-3.11214662387716
"839",4,5,5,5,5,1,0,7.20158218320634
"840",3,3,3,3,4,0,1,-1.82363155488248
"841",2,3,3,2,2,0,0,-5.68041506890294
"842",3,2,3,3,4,0,0,-3.16998480700503
"843",5,5,5,5,5,1,0,8.21426533141532
"844",3,3,4,4,5,1,0,2.25519398457667
"845",5,5,5,5,5,1,1,8.56081700246639
"846",4,4,4,4,4,1,1,3.8364377364998
"847",3,3,4,3,5,0,1,-0.05370041613994
"848",3,3,4,4,5,1,1,2.60174565562774
"849",3,3,3,3,5,0,0,-1.39239057752515
"850",3,2,3,3,4,0,0,-3.16998480700503
"851",4,4,4,4,5,1,0,4.26767871385712
"852",2,2,3,3,1,0,0,-6.51604590043921
"853",3,3,3,3,4,0,1,-1.82363155488248
"854",4,4,4,4,5,1,0,4.26767871385712
"855",4,5,4,5,5,1,1,6.55599536392328
"857",4,4,4,4,4,1,0,3.48988606544872
"858",3,3,3,3,4,0,0,-2.17018322593355
"859",5,5,5,5,5,1,0,8.21426533141532
"860",4,4,4,4,5,1,0,4.26767871385712
"861",4,4,4,4,5,1,0,4.26767871385712
"862",4,4,5,5,5,1,1,6.54833227318594
"865",5,5,5,5,5,1,1,8.56081700246639
"866",3,3,3,3,4,0,1,-1.82363155488248
"867",3,3,4,3,5,0,1,-0.05370041613994
"868",4,3,3,4,4,0,0,-0.215536679780969
"869",3,3,4,4,4,0,1,0.110470333395263
"870",3,3,4,3,5,0,1,-0.05370041613994
"871",4,4,4,4,5,1,1,4.6142303849082
"872",3,2,3,3,4,0,1,-2.82343313595395
"874",3,3,4,4,5,1,1,2.60174565562774
"875",2,2,2,3,2,0,1,-6.38384007131387
"876",3,3,3,3,4,0,0,-2.17018322593355
"877",3,3,3,3,4,0,1,-1.82363155488248
"878",4,4,5,5,5,1,0,6.20178060213486
"879",4,4,4,4,5,1,1,4.6142303849082
"880",3,2,3,4,5,0,0,-1.45022876065302
"881",4,4,4,3,4,1,1,2.89447433855619
"882",3,2,3,3,5,0,0,-2.39219215859663
"883",3,3,2,2,2,0,0,-5.65987041102809
"884",4,3,4,4,4,1,0,2.49008448437725
"885",4,4,3,4,4,1,1,2.84429924616566
"886",3,3,3,2,4,0,0,-3.11214662387716
"887",3,3,3,3,4,0,1,-1.82363155488248
"888",4,3,3,3,5,0,1,-0.0331557582650954
"889",3,3,3,3,3,0,0,-2.94797587434195
"890",2,3,3,3,4,0,1,-2.83631470309146
"891",4,4,4,4,5,1,0,4.26767871385712
"892",2,3,3,3,3,0,0,-3.96065902255093
"893",2,2,3,2,3,0,1,-5.55587233051494
"894",4,4,4,4,5,1,0,4.26767871385712
"895",4,4,4,4,4,1,1,3.8364377364998
"896",3,4,3,4,4,0,1,0.118133424132603
"897",4,4,4,4,5,1,1,4.6142303849082
"898",4,4,4,4,5,1,0,4.26767871385712
"899",3,3,3,3,4,0,1,-1.82363155488248
"900",3,2,3,3,4,0,0,-3.16998480700503
"901",4,3,4,4,5,1,0,3.26787713278565
"902",4,4,4,4,4,1,0,3.48988606544872
"903",3,5,3,4,3,0,0,-0.0064093142553992
"904",4,4,3,4,5,1,1,3.62209189457406
"905",3,3,3,4,5,0,1,-0.103875508530471
"906",3,4,4,4,5,1,1,3.60154723669922
"907",4,4,4,4,5,1,1,4.6142303849082
"908",3,3,3,4,5,0,1,-0.103875508530471
"909",3,3,3,3,4,0,0,-2.17018322593355
"910",3,3,4,3,4,0,1,-0.831493064548341
"912",3,3,3,3,4,0,0,-2.17018322593355
"913",3,3,3,3,5,0,0,-1.39239057752515
"914",3,3,3,3,5,0,0,-1.39239057752515
"915",2,3,3,2,3,0,1,-4.55607074944346
"916",4,4,4,4,5,1,1,4.6142303849082
"917",4,4,4,4,5,1,1,4.6142303849082
"918",3,4,4,3,5,1,0,2.31303216770454
"919",2,2,2,2,3,0,0,-6.89456249190015
"920",2,2,3,3,3,0,0,-4.96046060362241
"921",3,4,3,3,4,0,0,-1.17038164486208
"922",4,4,4,4,4,1,1,3.8364377364998
"923",3,3,3,4,5,0,0,-0.450427179581548
"924",3,4,4,3,5,1,1,2.65958383875562
"925",3,3,4,3,4,0,1,-0.831493064548341
"926",3,3,3,3,4,0,1,-1.82363155488248
"927",3,3,3,3,3,0,0,-2.94797587434195
"928",4,3,4,4,5,1,1,3.61442880383672
"929",1,1,2,3,1,0,0,-9.5206691200538
"930",3,4,4,5,4,1,0,3.41916631518335
"931",3,3,3,3,4,0,1,-1.82363155488248
"932",3,3,4,2,4,0,0,-2.12000813354302
"933",1,2,2,2,1,0,0,-9.46283093692593
"934",5,5,5,5,5,1,1,8.56081700246639
"935",3,4,4,5,5,1,1,4.54351063464282
"936",2,3,4,4,4,0,0,-1.24876448586479
"937",4,3,5,4,5,1,1,4.60656729417086
"938",3,3,3,3,4,0,1,-1.82363155488248
"939",3,3,3,3,4,0,0,-2.17018322593355
"940",3,3,3,3,4,0,1,-1.82363155488248
"941",3,3,3,3,4,0,0,-2.17018322593355
"942",5,4,5,5,5,1,0,7.21446375034384
"943",2,2,2,2,2,0,1,-7.32580346925747
"944",3,3,3,4,5,0,0,-0.450427179581548
"945",1,3,4,5,2,0,1,-2.52851786189589
"946",5,4,4,5,5,1,1,6.56887693106078
"947",2,3,2,4,2,0,0,-4.78862676334986
"948",3,3,3,4,4,0,0,-1.22821982798995
"949",3,3,3,3,4,0,0,-2.17018322593355
"950",2,2,3,3,2,0,1,-5.39170158097973
"951",3,4,3,3,4,0,1,-0.823829973811001
"952",4,3,4,4,5,1,1,3.61442880383672
"953",2,2,1,1,2,0,0,-9.60645702858629
"954",4,4,5,5,5,1,1,6.54833227318594
"955",3,3,3,3,5,0,1,-1.04583890647407
"956",3,3,3,4,5,0,0,-0.450427179581548
"957",3,3,3,3,3,0,1,-2.60142420329088
"958",3,3,3,3,2,0,0,-3.72576852275035
"959",1,1,1,1,2,0,1,-11.2723900868157
"960",3,3,3,3,4,0,0,-2.17018322593355
"961",4,4,5,4,5,1,1,5.60636887524234
"962",3,3,3,3,4,0,1,-1.82363155488248
"964",3,3,3,3,4,0,1,-1.82363155488248
"965",4,5,5,5,5,1,1,7.54813385425741
"966",4,4,4,4,5,1,0,4.26767871385712
"967",3,3,3,2,4,0,1,-2.76559495282608
"968",4,3,4,4,5,1,1,3.61442880383672
"969",3,3,3,3,4,0,0,-2.17018322593355
"970",2,2,2,3,1,0,0,-7.50818439077334
"971",3,3,4,3,5,0,0,-0.400252087191017
"972",5,5,5,5,5,1,0,8.21426533141532
"973",3,3,3,3,4,0,1,-1.82363155488248
"974",2,2,3,2,4,0,1,-4.77807968210653
"975",3,3,3,3,5,0,0,-1.39239057752515
"976",5,5,5,5,5,1,1,8.56081700246639
"977",3,3,3,3,5,0,0,-1.39239057752515
"978",3,3,4,3,5,0,0,-0.400252087191017
"979",4,3,3,4,5,1,0,2.27573864245151
"980",4,3,4,4,4,1,1,2.83663615542832
"981",3,3,3,3,5,0,0,-1.39239057752515
"982",3,3,3,2,4,0,1,-2.76559495282608
"983",3,2,2,2,4,0,1,-4.75753502423169
"984",3,3,3,3,3,0,1,-2.60142420329088
"985",3,2,3,2,3,0,0,-4.88974085335703
"986",4,4,5,4,5,1,1,5.60636887524234
"987",3,3,4,3,5,0,0,-0.400252087191017
"988",3,3,3,3,5,0,0,-1.39239057752515
"989",2,3,3,3,3,0,1,-3.61410735149986
"990",3,3,3,3,4,0,1,-1.82363155488248
"992",1,2,3,2,1,0,0,-8.47069244659179
"993",3,3,4,3,4,0,1,-0.831493064548341
"994",4,4,4,4,5,1,1,4.6142303849082
"995",3,3,4,4,5,1,1,2.60174565562774
"996",3,3,3,3,4,0,1,-1.82363155488248
"997",3,3,3,3,4,0,0,-2.17018322593355
"998",3,3,2,3,2,0,0,-4.71790701308449
"999",3,3,3,3,4,0,0,-2.17018322593355
"1000",2,2,3,3,3,0,0,-4.96046060362241
"1001",4,4,4,3,4,1,1,2.89447433855619
"1002",3,3,3,3,4,0,1,-1.82363155488248
"1003",3,3,4,4,4,0,0,-0.236081337655814
"1004",5,5,5,5,5,1,1,8.56081700246639
"1005",5,5,5,4,5,1,1,7.61885360452279
"1006",5,5,5,5,5,1,1,8.56081700246639
"1007",3,3,3,3,4,0,1,-1.82363155488248
"1008",4,4,4,4,4,1,1,3.8364377364998
"1009",3,3,4,4,5,1,1,2.60174565562774
"1010",3,3,4,3,4,0,1,-0.831493064548341
"1011",2,2,3,3,4,0,1,-3.83611628416293
"1012",4,4,4,4,5,1,1,4.6142303849082
"1013",4,4,4,4,5,1,1,4.6142303849082
"1014",3,4,3,2,4,0,1,-1.7657933717546
"1015",4,3,5,5,5,1,1,5.54853069211446
"1016",2,3,2,3,3,0,1,-4.60624584183399
"1017",4,4,4,4,5,1,1,4.6142303849082
"1018",3,3,3,4,5,0,1,-0.103875508530471
"1019",1,2,1,2,2,0,0,-9.67717677885166
"1020",3,3,3,3,3,0,1,-2.60142420329088
"1021",3,3,3,3,4,0,1,-1.82363155488248
"1022",1,2,2,2,2,0,0,-8.68503828851753
"1023",4,3,3,4,5,1,1,2.62229031350259
"1024",4,4,4,4,5,1,0,4.26767871385712
"1025",4,4,3,4,5,1,1,3.62209189457406
"1026",3,3,3,3,4,0,1,-1.82363155488248
"1027",3,3,3,4,4,0,1,-0.881668156938872
"1028",3,3,3,3,4,0,1,-1.82363155488248
"1029",3,3,3,3,4,0,0,-2.17018322593355
"1030",3,3,3,3,5,0,1,-1.04583890647407
"1031",5,5,5,5,5,1,1,8.56081700246639
"1032",3,3,3,4,2,0,1,-2.43725345375567
"1033",4,4,4,4,4,1,1,3.8364377364998
"1034",3,3,2,3,2,0,0,-4.71790701308449
"1035",1,1,3,2,1,0,0,-9.47049402766327
"1036",3,3,4,4,4,0,1,0.110470333395263
"1037",3,3,3,3,4,0,0,-2.17018322593355
"1038",5,4,5,5,5,1,1,7.56101542139492
"1039",3,4,4,3,4,0,1,0.168308516523134
"1040",4,3,4,3,5,1,1,2.67246540589312
"1041",3,3,4,3,4,0,1,-0.831493064548341
"1042",3,2,4,3,3,0,1,-2.60908729402822
"1043",2,2,3,3,4,0,1,-3.83611628416293
"1044",2,2,2,1,2,0,0,-8.61431853825215
"1045",2,3,3,2,3,0,1,-4.55607074944346
"1046",3,3,3,3,4,0,1,-1.82363155488248
"1047",3,3,4,3,4,0,1,-0.831493064548341
"1048",3,3,3,3,4,0,0,-2.17018322593355
"1049",3,3,3,3,3,0,0,-2.94797587434195
"1050",4,4,4,4,4,1,1,3.8364377364998
"1051",3,3,3,4,5,0,1,-0.103875508530471
"1052",3,3,3,3,4,0,0,-2.17018322593355
"1053",4,3,4,4,5,1,1,3.61442880383672
"1054",2,3,3,4,3,0,0,-3.01869562460733
"1055",4,4,4,4,5,1,0,4.26767871385712
"1056",2,2,4,4,4,0,0,-2.24856606693627
"1057",1,1,2,3,1,0,0,-9.5206691200538
"1058",1,1,1,2,1,0,0,-11.4547710083315
"1059",3,3,3,3,4,0,1,-1.82363155488248
"1060",3,3,4,3,4,0,1,-0.831493064548341
"1061",4,4,4,4,5,1,0,4.26767871385712
"1062",4,4,4,4,5,1,0,4.26767871385712
"1063",4,4,4,5,5,1,0,5.20964211180073
"1064",3,3,3,3,4,0,1,-1.82363155488248
"1065",1,2,2,1,2,0,1,-9.28045001541006
"1066",4,4,4,3,5,1,1,3.6722669869646
"1067",4,4,4,4,4,1,0,3.48988606544872
"1068",4,4,4,4,5,1,0,4.26767871385712
"1069",5,5,5,5,5,1,1,8.56081700246639
"1070",4,4,4,4,4,1,0,3.48988606544872
"1071",3,3,2,2,2,0,0,-5.65987041102809
"1072",4,4,4,3,5,1,0,3.32571531591352
"1073",4,3,4,4,4,1,0,2.49008448437725
"1074",4,3,3,3,5,0,0,-0.379707429316172
"1075",1,1,1,2,1,0,1,-11.1082193372805
"1076",4,4,4,5,5,1,1,5.5561937828518
"1077",2,2,1,1,2,0,0,-9.60645702858629
"1078",3,3,3,2,4,0,1,-2.76559495282608
"1079",4,3,4,4,4,1,0,2.49008448437725
"1080",3,3,3,3,4,0,1,-1.82363155488248
"1081",2,2,3,2,3,0,0,-5.90242400156601
"1082",3,3,3,3,2,0,0,-3.72576852275035
"1083",3,3,3,3,4,0,0,-2.17018322593355
"1084",4,4,5,5,5,1,1,6.54833227318594
"1085",3,3,2,3,3,0,1,-3.59356269362501
"1086",3,3,3,4,4,0,1,-0.881668156938872
"1087",2,2,3,3,2,0,0,-5.73825325203081
"1088",3,3,3,3,4,0,1,-1.82363155488248
"1089",3,3,4,4,4,0,1,0.110470333395263
"1090",4,4,4,4,5,1,1,4.6142303849082
"1091",2,2,3,2,3,0,0,-5.90242400156601
"1092",5,4,4,4,5,1,0,5.2803618620661
"1093",1,1,1,1,1,0,0,-12.3967344062751
"1094",4,3,3,3,4,0,0,-1.15750007772457
"1095",2,3,2,4,4,0,1,-2.88648979548199
"1096",4,4,4,4,5,1,1,4.6142303849082
"1097",3,3,3,4,4,0,1,-0.881668156938872
"1098",3,3,3,3,4,0,1,-1.82363155488248
"1099",3,3,3,3,4,0,0,-2.17018322593355
"1100",3,3,3,3,4,0,1,-1.82363155488248
"1101",4,3,4,4,5,1,1,3.61442880383672
"1102",3,3,3,3,4,0,0,-2.17018322593355
"1103",3,3,3,3,4,0,1,-1.82363155488248
"1104",3,3,3,3,4,0,1,-1.82363155488248
"1105",4,4,4,4,5,1,1,4.6142303849082
"1107",5,4,5,5,5,1,1,7.56101542139492
"1108",3,3,3,3,4,0,0,-2.17018322593355
"1109",4,4,4,4,5,1,1,4.6142303849082
"1110",3,3,3,3,4,0,0,-2.17018322593355
"1111",3,2,3,3,4,0,1,-2.82343313595395
"1112",3,4,3,3,4,0,0,-1.17038164486208
"1113",2,2,2,2,4,0,0,-6.11676984349175
"1114",5,5,5,5,5,1,1,8.56081700246639
"1115",4,5,5,5,5,1,0,7.20158218320634
"1116",4,4,4,4,4,1,1,3.8364377364998
"1117",3,3,4,4,5,1,0,2.25519398457667
"1118",3,3,3,3,3,0,1,-2.60142420329088
"1119",4,4,4,4,5,1,1,4.6142303849082
"1120",4,4,4,3,4,1,1,2.89447433855619
"1121",3,3,2,3,4,0,1,-2.81577004521661
"1122",4,3,3,3,5,0,1,-0.0331557582650954
"1123",2,1,4,4,3,0,1,-3.67960862536507
"1124",3,2,3,3,4,0,0,-3.16998480700503
"1125",3,3,2,3,3,0,0,-3.94011436467609
"1127",4,4,4,5,5,1,1,5.5561937828518
"1128",4,3,3,4,5,1,1,2.62229031350259
"1129",3,3,3,4,4,0,1,-0.881668156938872
"1130",2,2,3,3,2,0,0,-5.73825325203081
"1131",3,2,1,4,3,0,0,-4.99009103813809
