"","UNIQUE_ID","High_Performer","Protected_Group","Retained","scale","bio_scale","SJ1.score","SJ2.score","SJ3.score","SJ4.score","SJ5.score","SJ6.score","SJ7.score","SJ8.score","SJ9.score","latency","PScale1","PScale2","PScale3","PScale4","PScale5","PScale6","PScale7","PScale8","PScale9","PScale10","PScale11","PScale12","PScale13"
"92",245020933,1,0,1,6.56887693106078,-0.0842499511400175,0.125814021895194,0.180214679108811,0.105069144058838,-0.0274278672873789,0.0195283973148153,0.0308841431621186,0.0486520924781456,0.0770531466804187,0.1613607670349,54.2222222222222,2.75,3,3.25,2,1.5,3,1.5,2,1.25,1.75,3,1.5,2
"93",245191637,1,0,1,7.56101542139492,0.0402195956164955,-0.432689695382241,0.180214679108811,0.224366218008776,0.0305488045356784,0.0195283973148153,-0.188681162334108,0.00347663852804739,0.0770531466804187,0.273474905103578,29.5555555555556,2.5,3.5,2.25,2,3,3,1.5,2.25,1,2,2.75,1.75,1.8
"94",123004689,0,1,1,-5.39170158097973,0.157406454553172,0.125814021895194,-0.0295278093050692,0.193980055278995,0.0794715033920372,-0.0419923234371015,0.057262845389879,0.0486520924781456,0.0770531466804187,0.273474905103578,82.5555555555556,3,4,3.25,1.75,3.75,3.5,1,2,1,1,2.75,1.75,2
"95",241935259,1,1,1,3.8364377364998,0.0381896664460382,0.190540246803742,-0.123004962836159,-0.159758599813203,0.0277138569392193,-0.0419923234371015,0.0308841431621186,0.0486520924781456,0.0733464753010898,0.1613607670349,66.5555555555556,3.5,3.5,2.5,2.5,1.75,3.66666666666667,1,2.5,1,1,2,1.25,1.4
"96",245215953,0,0,0,-1.22821982798995,0.0480052815960162,0.125814021895194,0.180214679108811,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0733464753010898,-0.175268761698318,44.2222222222222,1.75,3.25,2.5,2,1.75,2.83333333333333,3.25,2.75,1.25,2,2.5,1.5,2
"97",245057988,1,1,1,8.56081700246639,0.127078108225108,0.125814021895194,0.180214679108811,0.019915664942267,0.00938328374616502,0.119082310470903,0.0697295574471017,0.0486520924781456,0.0153154829883771,-0.0576981988450397,68.2222222222222,3.25,4,4,1,3.25,4,1.25,2.33333333333333,1,1,1,1,1
"98",245159582,0,1,1,-1.04583890647407,-0.122207614960942,0.088268947151857,-0.123004962836159,-0.27104382779605,-0.0274278672873789,0.0195283973148153,0.0697295574471017,0.00347663852804739,0.0770531466804187,0.135627171835627,41.1111111111111,1,3.25,2.5,2,1,2.83333333333333,1.25,3.25,1,2.25,4,2,1.2
"99",245254284,0,1,0,-2.17018322593355,0.114363893459378,0.088268947151857,0.180214679108811,0.019915664942267,0.00739140818196312,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0770531466804187,0.135627171835627,71.4444444444444,1.5,3.5,2.75,3,2.5,3.33333333333333,1,1.25,1.5,1,3.25,1,1.4
"100",240889788,1,1,0,3.48988606544872,0.107250575519614,0.190540246803742,0.180214679108811,0.105069144058838,0.00938328374616502,-0.152292850959183,0.0308841431621186,0.0558125618011219,0.0733464753010898,0.273474905103578,51.1111111111111,4,3,3.75,2,4,3.5,1,3.5,1,1,1.75,1.25,1.8
"101",242114186,0,0,1,-1.04583890647407,0.0288068856091585,-0.1485486438502,-0.00732295582083226,-0.177824934254533,0.00938328374616502,0.119082310470903,0.057262845389879,0.00347663852804739,-0.0730077558028678,0.1613607670349,68.4444444444444,1.75,3,2.5,3,1.25,3,1.5,2.25,1.75,2.25,2.5,2,2.2
"102",245006312,1,0,1,4.6142303849082,0.0617315806352396,-0.411723260291882,0.180214679108811,0.019915664942267,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.0486520924781456,0.0733464753010898,-0.175268761698318,65.5555555555556,3.75,3.25,2.75,1,1.5,3,1.5,3.25,1.5,1,2,2.75,2.2
"103",245014518,0,0,0,-3.94777745541343,0.0802588480865728,0.125814021895194,0.180214679108811,0.193980055278995,0.0794715033920372,0.119082310470903,0.0308841431621186,0.00347663852804739,0.0733464753010898,0.1613607670349,69.3333333333333,4,4,4,1,4,4,1,1,1,1,1,1,1
"104",242021816,0,0,0,-2.94797587434195,0.108307844522379,0.125814021895194,-0.123004962836159,0.019915664942267,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0153154829883771,-0.0576981988450397,29,4,3,4,1.5,3.75,2.66666666666667,2,3,2,1,2.25,1.75,2.2
"105",244995996,1,1,1,3.61442880383672,-0.0388297936876375,0.125814021895194,0.180214679108811,0.193980055278995,-0.106599064831381,0.0195283973148153,0.0697295574471017,0.00347663852804739,-0.0730077558028678,-0.0576981988450397,32,2,3.75,3.25,1,2.5,2.66666666666667,2.25,3.25,1,1.5,1.75,2,2.4
"107",245084496,1,0,1,2.62229031350259,0.15022758142004,-0.0317977188044307,-0.134892008742598,0.193980055278995,0.00938328374616502,0.0195283973148153,-0.188681162334108,-0.0997197298364098,0.0733464753010898,-0.389362522468815,213.222222222222,1.75,4,3.25,2.5,2.5,3.16666666666667,1,2.5,1,1,3.25,1,1
"108",245010131,0,0,1,-1.82363155488248,0.0509418649037815,-0.1485486438502,0.180214679108811,0.193980055278995,-0.0782702222235596,0.0195283973148153,-0.188681162334108,0.00347663852804739,0.0770531466804187,-0.175268761698318,81.7777777777778,1.75,3.25,1.75,3.25,2,2.5,1.25,3,1,2.25,4,2,1.6
"109",245155664,0,1,0,-2.17018322593355,-0.0125519180553874,-0.1485486438502,-0.134892008742598,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.00347663852804739,-0.0730077558028678,-0.0576981988450397,56.4444444444444,1.75,3,3.25,1.25,1.5,3,1.75,2.75,1.25,2,3,2.5,2
"110",244993435,0,1,0,-3.11214662387716,-0.0784441366399633,0.125814021895194,-0.144094909187762,-0.296359181077929,0.00938328374616502,-0.0419923234371015,0.057262845389879,0.0486520924781456,0.0733464753010898,0.273474905103578,80.2222222222222,2.25,3.25,4,1.25,1.25,4,1,3.75,1,1.5,2.25,1,2
"111",245028508,1,0,1,4.6142303849082,-0.169925922564539,0.190540246803742,0.180214679108811,-0.117968845539627,0.00938328374616502,0.0195283973148153,-0.188681162334108,0.00347663852804739,0.0733464753010898,-0.0576981988450397,131.444444444444,1,3.75,3,1,2.5,2.66666666666667,1,3.5,1,1.25,2.5,2,1.8
"112",245171502,0,0,1,-4.37901843277075,-0.0805117107222517,-0.0317977188044307,-0.00732295582083226,0.105069144058838,0.0277138569392193,-0.152292850959183,0.0697295574471017,0.00347663852804739,0.0153154829883771,0.135627171835627,33.5555555555556,3.75,3.5,4,1,2.25,2.83333333333333,1,2.75,1,1.25,1,1,1.4
"113",231851853,0,1,1,-1.82363155488248,0.177238623938597,0.125814021895194,-0.331883946664188,0.193980055278995,-0.0274278672873789,0.0195283973148153,0.057262845389879,0.0558125618011219,0.0733464753010898,0.1613607670349,49.1111111111111,4,4,3.75,1,4,3.83333333333333,1,3,1,1,1.25,2.25,2.6
"114",245194968,0,1,0,-2.17018322593355,0.155985236696046,0.088268947151857,-0.00732295582083226,0.105069144058838,0.00938328374616502,-0.131017483284654,-0.188681162334108,0.0558125618011219,0.0153154829883771,0.135627171835627,51.2222222222222,4,4,4,1,4,3.33333333333333,1,3.25,1,1,1,1,1
"115",245176673,0,1,1,0.110470333395263,-0.156827794651274,-0.0317977188044307,0.180214679108811,0.019915664942267,0.00938328374616502,0.0195283973148153,-0.104544200337258,0.0486520924781456,0.0733464753010898,-0.0576981988450397,36.4444444444444,1,4,1.25,4,1,2.83333333333333,1,3.75,1.25,2.75,4,2.5,1.4
"116",245141836,0,0,1,-3.76539653389756,0.0392596941402154,NA,NA,0.193980055278995,0.0277138569392193,-0.0419923234371015,0.0697295574471017,0.00289449124236004,-0.0730077558028678,-0.175268761698318,NA,2.5,3.25,3,3.75,1,3.66666666666667,2.25,3.25,1,1,2,1.25,NA
"117",245122951,0,1,1,-1.82363155488248,0.0872140247768839,-0.143742027347242,-0.123004962836159,0.105069144058838,0.00739140818196312,0.0195283973148153,0.0697295574471017,0.0558125618011219,-0.0730077558028678,0.1613607670349,57,4,3.75,3.25,1,3.25,3.5,1.25,2,1,1,1,1,1
"118",245211845,1,0,1,3.60154723669922,0.0128635788994396,-0.0317977188044307,0.180214679108811,0.193980055278995,-0.0274278672873789,0.0195283973148153,0.0697295574471017,0.0486520924781456,-0.0730077558028678,-0.0576981988450397,37.6666666666667,4,4,3.25,1.25,4,3,1,1.75,1,1,1,3.25,2
"119",245047780,0,0,0,-2.17018322593355,0.0662127250826677,-0.1485486438502,0.180214679108811,-0.177824934254533,0.00938328374616502,0.0195283973148153,-0.188681162334108,0.00347663852804739,0.0770531466804187,0.0821532023064181,21.7777777777778,2.75,3,3,1.75,2,2.66666666666667,1.75,2.5,1,1,2.5,1.75,2.4
"120",245071104,1,0,1,5.5561937828518,0.135568974371708,-0.0317977188044307,-0.0295278093050692,0.193980055278995,-0.0782702222235596,0.0195283973148153,0.057262845389879,0.0486520924781456,-0.0730077558028678,0.135627171835627,39.4444444444444,3.75,4,4,1.75,3.5,3.16666666666667,1.25,3.75,1,1,1,1,2
"121",245190757,0,0,0,-1.39239057752515,-0.0620483403561509,0.088268947151857,0.180214679108811,0.019915664942267,0.0794715033920372,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0153154829883771,-0.175268761698318,39,2.25,3.75,3.25,1.5,4,3.33333333333333,1,1.5,1,1.25,2.75,1.25,1
"122",245237486,0,0,0,-2.17018322593355,-0.128774046294524,0.190540246803742,0.180214679108811,0.105069144058838,0.0277138569392193,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0770531466804187,-0.24181862123262,64.4444444444444,2,3,2.25,2.75,2,3.66666666666667,1,2.25,1.5,2,2.5,1.5,1.6
"123",245141973,0,1,1,-12.0501827352241,0.085017549516922,0.088268947151857,0.180214679108811,-0.117968845539627,0.00938328374616502,-0.152292850959183,0.0308841431621186,0.0558125618011219,0.0153154829883771,-0.0576981988450397,25.2222222222222,3.25,3.75,4,2,2,3.5,1.25,1.25,1,1.5,2,1.5,3.4
"124",245111702,1,1,1,3.61442880383672,0.159973220044085,-0.0317977188044307,-0.134892008742598,0.193980055278995,0.0277138569392193,0.119082310470903,0.0697295574471017,0.00347663852804739,0.0770531466804187,0.0821532023064181,41.1111111111111,3.5,4,4,1,3.25,3.16666666666667,1.5,1.25,1,1,1.25,1,2
"125",245007078,1,0,1,5.5561937828518,0.185248485810644,0.190540246803742,0.180214679108811,0.019915664942267,0.0196180801388833,0.0195283973148153,0.0697295574471017,0.00289449124236004,0.0770531466804187,0.273474905103578,81,4,4,4,1,4,3.33333333333333,1.5,3.5,1,1,1,1.5,1.2
"126",244950750,1,0,1,6.61905202345131,0.160037272901111,0.088268947151857,0.180214679108811,0.193980055278995,-0.0274278672873789,-0.131017483284654,0.0308841431621186,0.0486520924781456,0.0153154829883771,0.273474905103578,58,3,3.25,3.75,1.5,3,3.16666666666667,1,1.75,1.25,1.25,1.5,1.75,1.4
"127",245205504,1,0,0,2.49008448437725,0.130062378671348,0.190540246803742,0.180214679108811,0.019915664942267,0.00938328374616502,0.119082310470903,0.057262845389879,0.0486520924781456,0.0733464753010898,-0.24181862123262,74.3333333333333,3.75,4,2,3.75,3,2.83333333333333,1,3,1.25,1.25,2.75,1.25,1.6
"128",245122974,0,0,1,-3.59356269362501,-0.158041001135391,0.088268947151857,-0.123004962836159,0.193980055278995,0.00938328374616502,-0.152292850959183,0.0697295574471017,-0.273482857113636,0.0153154829883771,-0.175268761698318,74.8888888888889,2,3.75,3,4,2.25,2.5,1.25,2.75,1,2,3.75,3,3
"129",245052413,1,1,0,7.22212684108118,-0.0355934610006783,-0.143742027347242,-0.0295278093050692,0.105069144058838,-0.0782702222235596,-0.152292850959183,0.0308841431621186,0.0558125618011219,0.0733464753010898,0.1613607670349,96.1111111111111,1,4,3,3.75,1,2.66666666666667,1,3,1,1,4,1.33333333333333,1
"130",239018899,0,0,0,-12.3967344062751,0.159609783635984,-0.1485486438502,0.180214679108811,0.105069144058838,0.0277138569392193,0.0195283973148153,0.0697295574471017,0.0558125618011219,0.0733464753010898,-0.0576981988450397,78.7777777777778,4,3.5,3.75,2.25,2.5,3,1,2.75,1,1,1,1.25,2.2
"131",245225205,1,0,0,3.48988606544872,0.0535694750668207,0.190540246803742,-0.123004962836159,-0.27104382779605,0.0277138569392193,0.0195283973148153,0.0697295574471017,0.00289449124236004,0.0733464753010898,0.135627171835627,63.1111111111111,4,4,3.25,1,4,3.5,1,1,1,1,1,1.75,1
"132",245138581,0,1,1,-1.04583890647407,0.0665110457138998,0.190540246803742,0.180214679108811,0.105069144058838,0.0196180801388833,0.119082310470903,0.0308841431621186,0.00347663852804739,0.0733464753010898,-0.0576981988450397,38.2222222222222,3.25,3.5,3,3.5,1,3.66666666666667,1.25,2.75,1,1,2.5,2.25,1.4
"133",245241689,1,1,0,3.32571531591352,0.118401744488919,0.125814021895194,0.180214679108811,0.193980055278995,0.0277138569392193,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0153154829883771,-0.0576981988450397,43.5555555555556,4,4,4,1,3.25,4,1,1.75,1,1,1,1,1
"134",245216969,1,1,0,3.48988606544872,0.1658625351648,0.190540246803742,-0.0295278093050692,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.00289449124236004,-0.0730077558028678,0.135627171835627,62.8888888888889,3.25,4,4,1,3.25,4,1,1.75,1,1,1,1,1
"135",245150504,0,0,0,-11.6189417578667,0.00664646832174609,0.125814021895194,-0.00732295582083226,-0.296359181077929,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.00347663852804739,0.0770531466804187,0.135627171835627,60.8888888888889,3.5,3.5,3.5,2,2,3.5,2,2.75,1,1,1,2.25,1.8
"136",245206208,0,1,0,-4.12482977208614,-0.0516375884225867,0.088268947151857,0.180214679108811,0.224366218008776,-0.176273771654236,0.0195283973148153,0.0697295574471017,0.00347663852804739,0.0770531466804187,0.1613607670349,50.8888888888889,1.5,3.25,3.75,1,1.5,2.33333333333333,1.5,2.75,1,1,3.75,1.25,1.2
"137",245092016,1,0,0,3.25499556564814,0.0245728322614238,-0.0317977188044307,-0.0295278093050692,-0.177824934254533,0.00739140818196312,0.0195283973148153,0.057262845389879,0.0486520924781456,0.0733464753010898,-0.175268761698318,72.5555555555556,2,4,1.75,2.25,2.5,3.16666666666667,2,4,1.25,1.75,2.75,2,2
"138",244978056,0,0,1,0.110470333395263,0.134042273458014,0.088268947151857,0.180214679108811,0.193980055278995,-0.0274278672873789,0.0195283973148153,0.0308841431621186,-0.0997197298364098,0.0770531466804187,-0.0576981988450397,37.8888888888889,2,3.75,3,2,4,3.16666666666667,1.25,1.75,1,1.25,3,2,2
"139",245192120,1,0,1,4.6142303849082,-0.123239274931969,0.088268947151857,0.180214679108811,0.019915664942267,0.0277138569392193,0.0195283973148153,0.0308841431621186,-0.0997197298364098,0.0733464753010898,0.135627171835627,75.8888888888889,2.5,3.33333333333333,3.5,2.5,2.25,3.33333333333333,2,2.75,2.75,1.5,3.33333333333333,1.5,1.2
"140",245150277,1,0,1,3.61442880383672,0.103592092481323,-0.0317977188044307,-0.0295278093050692,-0.117968845539627,0.0277138569392193,-0.0419923234371015,0.057262845389879,0.0486520924781456,0.0770531466804187,0.273474905103578,66.6666666666667,3.5,4,4,1.75,4,4,1,2,1,1,1.5,1.25,1
"141",245212995,0,0,0,-2.17018322593355,-0.0526398833805716,-0.262029781875302,-0.398078324903488,-0.177824934254533,-0.0274278672873789,-0.131017483284654,0.0308841431621186,-0.273482857113636,0.0733464753010898,0.1613607670349,36,1.5,3.75,1.75,1.75,2.25,2.83333333333333,1.5,3,1,1.25,3.75,1.75,2
"143",245195988,1,0,1,4.6142303849082,-0.0406511719761292,-0.1485486438502,-0.134892008742598,0.019915664942267,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0733464753010898,-0.0576981988450397,87.8888888888889,2.75,4,3,1,3,2.66666666666667,1.75,3,1.5,1,1.75,3,2.8
"144",245184969,0,0,1,-5.37115692310489,-0.034650039323434,0.190540246803742,0.180214679108811,0.193980055278995,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0733464753010898,0.135627171835627,45.5555555555556,2.75,3,2,3,3.25,3.33333333333333,1.25,2.25,1,2,2.25,1.75,2.6
"145",245220157,0,0,0,-0.379707429316172,0.0914586280029637,0.190540246803742,0.180214679108811,0.019915664942267,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.00347663852804739,-0.0730077558028678,0.1613607670349,48.1111111111111,2,3.5,3,3.25,2,2.66666666666667,1,3,1,1.25,1.75,1.25,1.2
"146",245161510,0,0,0,-12.3967344062751,-0.170860571180257,0.088268947151857,-0.135979512919568,-0.155680195179028,-0.0274278672873789,0.119082310470903,0.0308841431621186,0.00347663852804739,-0.0730077558028678,0.135627171835627,57.4444444444444,3,3,2,2,2.75,3.33333333333333,1.5,2.75,2,1.75,2,1.5,2.2
"147",245091438,1,1,1,4.6142303849082,0.148269376682525,0.190540246803742,-0.134892008742598,0.105069144058838,0.00739140818196312,0.119082310470903,0.0697295574471017,-0.273482857113636,0.0153154829883771,0.1613607670349,10.1111111111111,1.25,3.25,4,1,1.75,3,1,2.75,1.75,1,4,1,1.2
"148",245213832,1,0,0,3.32571531591352,0.00152460786948339,0.190540246803742,-0.0295278093050692,0.105069144058838,0.0277138569392193,-0.152292850959183,0.0308841431621186,-0.0997197298364098,0.0770531466804187,-0.175268761698318,21.4444444444444,4,3.25,4,1,4,4,1,4,1,1,1,1,1.4
"149",244994975,0,1,1,-1.82363155488248,-0.0584502115616429,0.088268947151857,0.180214679108811,0.019915664942267,0.00938328374616502,0.119082310470903,0.0697295574471017,0.0421189851117737,0.0770531466804187,-0.389362522468815,50.7777777777778,2.5,4,3.25,4,1.75,4,1,1.25,1,1,4,1,1.4
"150",245002889,0,1,0,-2.17018322593355,0.0359369769700807,0.088268947151857,-0.123004962836159,0.019915664942267,0.0305488045356784,0.0195283973148153,0.0308841431621186,0.00347663852804739,-0.436808950440348,0.1613607670349,52,4,3.25,4,1,4,3.5,1.25,2.5,1,1,1,1,1
"151",245103913,1,0,1,8.56081700246639,0.0616355572615512,0.125814021895194,-0.134892008742598,0.105069144058838,-0.0274278672873789,0.0195283973148153,0.0697295574471017,-0.0997197298364098,0.0733464753010898,-0.0576981988450397,77.1111111111111,2.5,3,2.75,2.5,1,3.33333333333333,1,3.25,1,1.25,3.75,2,1.8
"152",245129234,0,0,1,-1.82363155488248,0.119873419260716,-0.0317977188044307,0.180214679108811,0.105069144058838,0.00938328374616502,-0.0419923234371015,0.0308841431621186,0.0486520924781456,0.0733464753010898,0.273474905103578,47.8888888888889,1,3.25,1.25,2.75,1.75,3.5,1.5,1.75,1,3.5,3.5,2.25,2
"153",245001083,0,1,0,-2.22035831832408,0.154416586146216,0.125814021895194,0.180214679108811,-0.117968845539627,0.00938328374616502,0.119082310470903,0.0697295574471017,0.00347663852804739,0.0770531466804187,-0.0576981988450397,88.5555555555556,2.25,4,4,1,4,2.33333333333333,1,2,1,1,3.25,2.25,2
"154",245018728,0,0,1,-0.881668156938872,-0.0881119379344377,0.088268947151857,0.180214679108811,0.105069144058838,0.00739140818196312,0.0195283973148153,-0.188681162334108,0.0558125618011219,0.0770531466804187,-0.175268761698318,49.4444444444444,1.25,4,2.25,3.25,2,3.5,1.25,3,1,1.75,3.75,1.25,1.6
"155",245206166,1,0,0,3.25499556564814,-0.0180928123401095,-0.0317977188044307,-0.135979512919568,0.019915664942267,0.00739140818196312,0.0195283973148153,0.057262845389879,0.0486520924781456,0.0770531466804187,-0.0576981988450397,58.6666666666667,2.5,4,4,2.25,4,3.66666666666667,1,3.5,1,1,1,1.75,1.6
"156",245170042,1,0,1,8.56081700246639,-0.209729135743595,0.190540246803742,0.180214679108811,0.105069144058838,0.00938328374616502,0.119082310470903,0.0697295574471017,0.00347663852804739,0.0153154829883771,-0.175268761698318,61.4444444444444,3.75,4,4,1,4,3.16666666666667,1,2.5,1,1,2,1,1.2
"157",245185446,1,1,1,3.55659062070885,0.0764773547475489,0.125814021895194,-0.0295278093050692,0.193980055278995,0.123524902704998,-0.0419923234371015,0.057262845389879,0.0486520924781456,0.0733464753010898,0.0821532023064181,80.4444444444444,4,4,4,1,4,4,1,1,1,1,1,1,1.6
"158",245118516,0,0,1,-0.103875508530471,-0.0618390159530158,-0.0317977188044307,0.180214679108811,0.193980055278995,0.00938328374616502,0.0195283973148153,-0.406635941744661,0.00347663852804739,0.0770531466804187,0.1613607670349,28.5555555555556,3.5,4,4,3.25,3.75,3.5,1,2,1,1,2.25,1.75,1.6
"159",245226016,0,0,0,-7.67235514030855,0.0269733991296981,0.125814021895194,0.180214679108811,0.193980055278995,0.00938328374616502,0.119082310470903,0.0308841431621186,0.00347663852804739,-0.0730077558028678,-0.175268761698318,65.4444444444444,3,3,2,1.5,3.25,2.66666666666667,1.25,1.75,1.25,1.5,1.75,1.75,1.6
"160",245224911,0,0,0,-2.17018322593355,0.0773693706914123,-0.432689695382241,-0.144094909187762,-0.298426024324185,-0.0782702222235596,0.0195283973148153,0.057262845389879,0.00347663852804739,-0.0730077558028678,0.135627171835627,63.8888888888889,4,4,4,3.5,2.5,3.33333333333333,1,1,1,1,1,1,1
